itemCode,yahooID,itemName,description,amzbulletpoint1,amzbulletpoint2,amzbulletpoint3,amzbulletpoint4,amzbulletpoint5
LKRA9359,turquoise-horseshoe-and-cross-bath-set-3-pcs,Turquoise Horseshoe and Cross Bath Set (3 pcs),"Exclusive - Create rugged style in your bath with silver horseshoes, rust crosses, gold studs and turquoise and brown leather textures on these cast resin accessories.  Dimensions available online.  Measures Includes toothbrush holder (4Â½""W x 2Â½""D x 4""H), tumbler (3""Dia. x 4Â½""H) and soap dish (5Â½""W x 4Â½""D x 1""H).. ~",,,,,
2CRJB6765,turquoise-earth-valance,Turquoise Earth Valance,Warm up your western lodge with this wool-blend rod pocket valance in a classic southwest pattern. Machine wash. Warm up your western lodge with this wool-blend rod pocket valance in a classic southwest pattern. Machine wash.,,,,,
BS30170439,bear-stone-finish-single-rocker-plate-cover,Bear Stone Finish Single Rocker Plate Cover,"A bear icon and tracks are embossed in hand-cast resin on the Bear Stone Finish Single Rocker Plate Cover with the texture and color of natural stone.  Metal screws included.  Measures 3 1/4""W x 1/4""D x 5""H. ~",,,,,
VXCC55414BBZ,canyon-flush-mount-ceiling-light,Canyon Flush Mount Ceiling Light,"Shed light on your gatherings with the Canyon Flush Mount Ceiling Light.  This metal ceiling light with deer and pine tree silhouettes has true cabin style.  Finished in burnished bronze with an amber flake glass shade and uses three 60-watt max bulbs.  Measures 14""W x 14""D x 7""H. ~ Ships from the manufacturer. Allow 1 week. Cannot express ship or ship to Alaska.",,,,,
LG1091BL,saddlebred-horse-sculpture-lamp,Saddlebred Horse Sculpture Lamp,"Light up your western home with the Saddlebred Horse Sculpture Lamp.  This lamp adds beauty and character with a beautifully cast horse sculpture base in a hand-applied finish.<ul><li>23""H</li> <li>Hand-cast resin</li> <li>Bronze finish</li> <li>Uses one 60-watt max bulb</li> <li>Linen fabric-lined shade</li> <li>Made in the USA</li> </ul> ~ Ships from the manufacturer. Allow 3 to 4 weeks. Cannot express ship.",,,,,
DS21858,santa-fe-standing-cross-turquoise,Santa Fe Standing Cross - Turquoise,"Exclusive - A rust-finished metal cross with scrolled accents adorns these tabletop wood crosses in a distressed painted finish. Measures 9Â½""W x 5Â½""D x 16Â¼""H each. ~",,,,,
DS21882,horse-wall-door-mount-towel-rack,Horse Wall/Door Mount Towel Rack,"Exclusive - Create a welcoming western bathroom with this metal rack topped with a running horse and scroll design.  Measures 8Â¼""W x 3Â¼""D x 26""H. ~",,,,,
DS62001,pinecone-wall-clock-large,Pinecone Wall Clock - Large,"A Black Forest Decor Exclusive - A pinecone print is framed in a bronze-finished plastic case on the rustic wall clock with a protective glass pane. Uses one AA battery (not included). Measures 22Â¾""Dia. x 2Â¼""H. ~",,,,,
HXDI1800CS,pinecone-stoneware-canister-set-3-pcs,Pinecone Stoneware Canister Set - 3 pcs,"Pinecone handles and raised pine needles on the hand-painted ceramic Pinecone Stoneware Canister Set are a rustic addition to your kitchen.  Canisters have airtight tops.  Dishwasher, oven and microwave safe.  Set of three includes: Small: 5"" Dia. x 7 1/8""H; Medium: 6"" Dia. x 8Â¼""H; Large: 6 5/8"" Dia. x 9Â¼""H. ~",,,,,
LKRA1129,climbing-black-bears-waste-basket,Climbing Black Bears Waste Basket,"Curious, climbing black bears embellish this polyresin waste basket for lodge charm. 9""Dia. x 10""H",,,,,
KE13017F,black-bear-lodge-waste-basket,Black Bear Lodge Waste Basket,"Featuring playful black bears, the resin Black Bear Lodge Waste Basket adds the perfect rustic detail to your bath.  Measures 11""W x 10Â¾""H. ~",,,,,
2HMBW1764TTTQ,western-scroll-turquoise-bath-rug,Western Scroll Turquoise Bath Rug,"With a scroll design in chocolate and turquoise, this acrylic rug with latex backing brings western sophistication to your bath. Machine wash. With a scroll design in chocolate and turquoise, this acrylic rug with latex backing brings western sophistication to your bath. Machine wash. Allow 1 to 2 weeks.",,,,,
2CRJB6766,turquoise-earth-drapes,Turquoise Earth Drapes,Warm up your western lodge with this wool-blend tab-top drape set in a classic southwest pattern. Machine wash. Warm up your western lodge with this wool-blend tab-top drape set in a classic southwest pattern. Machine wash.,,,,,
VCCVAUP522,tooled-leather-old-west-lamp,Tooled Leather Old West Lamp,"A Lone Star Western Decor Exclusive - Intricately tooled leather is replicated in cast resin on this Old West lamp with a natural tan linen shade.  Uses one 3-way 100-watt max bulb.  Measures 17""W x 12""D x 32Â¼""H. ~",,,,,
WW5209601503,an-old-bear-sign,An Old Bear Sign,"Give guests a humorous warning with the An Old Bear Sign, featuring a bear print on wood with black finished sides.  Ready to hang.  Measures 10""W x Â½""D x 10""H. ~",,,,,
PK22460B,bear-cast-iron-single-hook,Bear Cast Iron Single Hook,"Add a functional accent to your wall with the detailed Bear Cast Iron Single Hook in a brown burl finish.  Hardware included.  Measures 5Â¼""W x 1Â¾""D x 8Â¼""H. ~",,,,,
PWLODGE3672X4,black-bear-walking-rug-2-x-3,Black Bear Walking Rug - 2 x 3,"A Black Forest Decor Exclusive - Stylized silhouettes of a mama bear and her cub are framed by paw prints and geometric shapes on the tan, black, red and sage heat-set BCF Black Bear Walking 2 x 3 Rug.  Measures 2'W x 3'1""L. ~",,,,,
RE1574,black-bear-scene-tin-waste-basket,Black Bear Scene Tin Waste Basket,"Exclusive - A misty black bear scene adds rustic beauty to this tin waste basket with coordinating artwork on the inside. Measures 8Â¼""Dia. x 10Â½""H. ~",,,,,
RH11025,zuni-placemat,Zuni Placemat,"Exclusive - Southwest arrows and diamonds are woven in terracotta, red, gray, brown, cream and black on this cotton/poly placemat for a colorful table setting. Machine wash. Measures 13""W x 19""L. ~",,,,,
DS15107,curious-black-bear-cabinet-knob,Curious Black Bear Cabinet Knob,"This adorable polyresin bear cabinet knob is sure to gain attention and add rustic flair to your cabinets and drawers. 1 1/2""W x 2 1/3""H",,,,,
HXBW2010TSDT,chocolate-scrolls-and-stars-bath-runner,Chocolate Scrolls & Stars Bath Runner,"Add western charm to your bath with these chocolate and tan polyester rugs with a star and scroll design. Latex backing. Spot clean. Measures 24""W x 60""L. ~",,,,,
LKRA6601,tooled-turquoise-flowers-toilet-brush-holder,Tooled Turquoise Flowers Toilet Brush Holder,"Exclusive - A tooled flower design is replicated in cast resin on these western accessories with a two-tone turquoise finish and studded trim. Measures 4Â½""Dia. x 13Â½""H. ~",,,,,
KE3810BM,pine-haven-bath-towel,Pine Haven Bath Towel,"Exclusive - These soft mocha 100% cotton towels feature embroidered pine branches and textured linen-like trim with contrast stitching for a beautifully rustic look.  Measures 27""W x 50""L. ~",,,,,
2BG23092,pinecone-chevron-carved-rug-2-x-3,Pinecone Chevron Carved Rug - 2 x 3,"Create a rustic mood in your entryway with the Pinecone Chevron Carved Rug - 2 x 3, enhanced with rows of pinecones surrounded by a brown and gold chevron border. <ul><li>Ink jet printed 100% nylon with non-skid latex back</li> <li>19""W x 33""L</li> <li>Chocolate, gold, cream, and olive green</li> <li>Machine washable </li> </ul> ~ Ships from the manufacturer. Allow 1 week. Cannot express ship.",,,,,
2BG63163,geometric-moose-plush-rug-2-x-3,Tranquil Forest Moose Rug - 2 x 3,"Give your entryway a nature-inspired update with the Tranquil Forest Moose Rug - 2 x 3.  Crafted with a block design with charming forest plant and animal life with geometric designs, this rug makes a beautiful accent. <ul><li>Ink jet printed 100% nylon with non-skid latex back</li> <li>19""W x 33""L</li> <li>Multicolor</li> <li>Machine washable </li> </ul> ~ Ships from the manufacturer. Allow 1 week. Cannot express ship.",,,,,
2VX736425632112,desert-sun-southwestern-waste-basket,Desert Sun Southwestern Waste Basket,"Exclusive - Inspired by southwest pottery, the resin Desert Sun Southwestern Waste Basket features a grooved texture, raised motifs, and dangling turquoise beads. Hand wash. Measures 7 7/8""Dia. x 9Â½""H. ~",,,,,
BS30170443,bs30170443,Moose Stone Finish Outlet Cover,"Moose icons and tracks are embossed in hand-cast resin with the texture and color of natural stone on the Moose Stone Finish Outlet Cover.  Metal screws included.  Measures 3Â¼""W x 5""H. ~",,,,,
BN63210690,woodland-cabin-rocker-pad-set,Woodland Cabin Rocker Pad Set,"Handmade from soft and durable latex foam, these rocker cushions reverse to solid cotton duck with coordinating ties.  Spot clean.  Pattern placement may vary.  Made in the USA of US-made and imported materials. ~",,,,,
BN63517690,woodland-cabin-placemats-set-of-4,Woodland Cabin Placemats (Set of 4),A collage of wildlife scenes are woven into these poly/cotton tapestry linens to create a welcoming table. Handmade in the USA from imported fabric.  Pattern placement may vary.  Spot or dry clean.  Reverses to black cotton duck. ~,,,,,
CARJB3030,starlight-trails-chocolate-star-valance,Starlight Trails Chocolate Star Valance,"A Black Forest Decor Exclusive - An embroidered two-tone western star and embroidered gold dots add western flair to the distressed faux leather Starlight Trails Chocolate Star Valance with scalloped bottom.  Measures 54""W x 15""H with 3"" rod pocket.  Machine wash.  Shown with chocolate drapes. ~",,,,,
DS13374,metal-horseshoe-skull,Metal Horseshoe Skull,A turquoise star centers a steer skull composed of horseshoes on this rustic metal wall hanging. A turquoise star centers a steer skull composed of horseshoes on this rustic metal wall hanging.,,,,,
DI85240549,driftwood-and-lantern-floor-lamp,Driftwood & Lantern Floor Lamp,"Light up any room with this resin floor lamp with a hanging lantern nightlight and an aged oak finish. Uses one 100-watt max bulb and one 15-watt max bulb. 18""W x 18""D x 62 1/2""H",,,,,
HXLD8207SOOC,navajo-outlet-cover,Navajo Outlet Cover,Exclusive - Silver southwest accents add desert appeal to these polyresin switch plates in a weathered wood texture. ~,,,,,
HXWD3530,navajo-bath-set-4-pcs,Navajo Bath Set - 4 pcs,"Diamond-shaped conchos with turquoise, silver links and a weathered wood texture are crafted from resin on these southwestern bath accessories. Dimensions available online. Measures Includes lotion dispenser (3""Dia. x 8""H), toothbrush holder (4Â½""W x 2Â½""D x 4""H), soap dish (5Â¼""W x 4""D x 1""H) and tumbler (3""Dia. x 4Â½""H).. ~",,,,,
LAMNRVR26WCW,moon-river-moose-wall-hanging,Moon River Moose Wall Hanging,"A Black Forest Decor Exclusive - A shimmering color wash finish highlights the stunning laser-cut cold-rolled steel moose scene Moon River Moose Wall Hanging.  Measures 19""W x Â½""D x 26""H. ~",,,,,
LMSW96X9,zapotec-rug-6-x-9,Zapotec Rug - 6 x 9,"Accent your family room with the Zapotec Rug - 6 x 9. This area rug features intricate geometrics in shades of midnight blue, ivory, gray and deep salmon for a southwestern addition to your home.
<ul><li>100% New Zealand wool and colorfast Swiss chrome dyes</li>
<li>Hand-knotted</li>
<li> 6'W x 9'L</li>
<li>Vacuum regularly without the beater brush; Spot clean with warm soapy water</li>
<li>Midnight blue, ivory, gray and deep salmon</li>
</ul> ~ Ships from the manufacturer. Allow 1 to 2 weeks.",,,,,
KE1772BRF,ke1772brf,Mojave Brick Fingertip Towel,A Lone Star Western Decor Exclusive - Vibrant brick red 100% cotton makes the perfect backdrop for poly/cotton southwest designs and blanket stitched trim in chocolate brown and sand on the luxuriously soft Mojave Brick Fingertip Towel.Â  Machine washable.  Measures 11âW x 18âH.  ~,,,,,
PK50447,northern-moose-plaid-valance,Northern Moose Plaid Valance,"The Northern Moose Plaid Valance's blue and brown 100% cotton dobby check bordered with a moose and tree print adds a classic rustic touch to your windows.  Machine wash.  Measures 72""W x 14""H with 2"" rod pocket. ~",,,,,
MUMMRACRSB,antler-crown-curtain-rod-and-bracket-set,Antler Crown Curtain Rod and Bracket Set,"Exclusive - Cast resin deer antlers bring a rugged touch to these curtain hardware sets. Set includes two brackets, two finials, adjustable steel rod, and screws for installation. Measures 48-84""W x 3""D x 6""H. ~",,,,,
CARJB2073,canyon-shadows-drapes,Canyon Shadows Drapes,"A Black Forest Decor Exclusive - A dazzling diamond design is woven in red, coral, turquoise and chocolate on the southwestern Canyon Shadows Drapes.  Dry clean.  Includes two 54""W x 84""L tab top panels and tiebacks. ~",,,,,
CARJB4065,montana-bear-embroidered-pine-tree-pillow,Montana Bear Embroidered Pine Tree Pillow,"A Black Forest Decor Exclusive - Two-tone green pine trees are embroidered on chocolate microfiber suede with a decorative gimp trim diamond and brush fringe on the handsome Montana Bear Embroidered Pine Tree Pillow.  Zipper closure.  Dry clean.  Measures 18""W x 18""L. ~",,,,,
VXT0332,trout-wall-sconce-small,Trout Wall Sconce -Â Small,"This burnished bronze fixture with clear seeded glass and a trout cut-out offers lodge style. Exterior wet rated. Uses one 60-watt max bulb. 5""W x 6""D x 13""H",,,,,
SF681351,deer-burr-cabinet-knob-moose,Deer Burr Cabinet Knob - Moose,"Accent your rustic home with the Deer Burr Cabinet Knob with Moose.  Crafted from resin, this cabinet knob is a life-like recreation of a deer burr, inset with a moose head.  Measures 2""W x 1 1/4""D x 2 1/2""H. ~ Ships from the manufacturer.  Allow 2 to 3 weeks.  Cannot express ship or ship to Alaska.",,,,,
SIX860,black-bear-votive-holder,Black Bear Votive Holder,"A Black Forest Decor Exclusive - Four black bears surround a tree trunk with a glass votive cup in this hand-painted polyresin candle holder.  Measures 5""W x 5""D x 3""H. ~",,,,,
VXF0011,yosemite-forest-ceiling-fan,Yosemite Forest Ceiling Fan,"A Black Forest Decor Exclusive - Add a lovely breeze and soft glow with the remote-controlled, three-speed Yosemite Forest Ceiling Fan in a burnished bronze finish with pine tree silhouettes on amber flake glass, pinecones and dark walnut-finished blades.  Hardware and four 15-watt candelabra bulbs included.  Measures 56""W x 56""D x 18""H. ~ Ships from the manufacturer.  Allow 1 week.  Cannot express ship or ship to Alaska.",,,,,
LKRA8770,rustic-cross-waste-basket,Rustic Cross Waste Basket,"Exclusive - Large faux wood crosses are adorned with silver-finished cross, stud and floral details on these painted resin bath accessories. Measures 7Â½""W x 7Â¾""D x 9 5/8""H. ~",,,,,
RE659,black-bear-cabin-cabinet-knobs-set-of-2,Black Bear Cabin Cabinet Knobs (Set of 2),"Exclusive - These cute polyresin cubs bring a whimsical detail to your cabinets and doors. Measures 1Â¼""W x 1Â½""D x 2""H and 1Â¾""W x 1Â½""D x 2""H. ~",,,,,
DS13253,aztec-diamond-turquoise-coat-rack,Aztec Diamond Turquoise Coat Rack,"Exclusive - Perfect for a southwest entryway, this wrought iron rack with four hooks features layered turquoise, rust and silver medallions with faux turquoise stones. Measures 18""W x 2Â¼""D x 10Â¼""H. ~",,,,,
DS13589,southwestern-skull-wall-hanging,Southwestern Skull Wall Hanging,"Add rustic character to your lodge with a polyresin replica of a western steer skull with beadwork and feather accents. 12 1/2""W x 3 3/4""D x 11""H",,,,,
DS13604,antler-desk-fan,Antler Desk Fan,A Black Forest Decor exclusive - Bring a cool breeze to your workspace with this polyresin antler fan with USB connection. 9âW x 4 1/4âD x 7 3/4âH,,,,,
DS52377,lone-star-handle-pull,Lone Star Handle/Pull,"Exclusive - In rustic cast iron with rope-circled star and scroll details, this cabinet pull adds Old West charm to your cabinetry. Measures 6""W x 1Â¼""D x 1Â¼""H. ~",,,,,
HXLD8200SROC,antler-single-rocker-plate,Antler Single Rocker Plate,"A Black Forest Decor Exclusive - The resin faux Antler Single Rocker Plate completes your rustic rooms.  Hardware included.  Measures 4Â¼""W x 1Â¼""D x 6""H. ~",,,,,
